id,title,difficulty,paidOnly,url,focus_tags,done,note
2574,Left and Right Sum Differences,EASY,False,https://leetcode.com/problems/left-and-right-sum-differences/,agg-ranking,,
2578,Split With Minimum Sum,EASY,False,https://leetcode.com/problems/split-with-minimum-sum/,agg-ranking,,
2586,Count the Number of Vowel Strings in Range,EASY,False,https://leetcode.com/problems/count-the-number-of-vowel-strings-in-range/,agg-ranking,,
2591,Distribute Money to Maximum Children,EASY,False,https://leetcode.com/problems/distribute-money-to-maximum-children/,agg-ranking,,
2595,Number of Even and Odd Bits,EASY,False,https://leetcode.com/problems/number-of-even-and-odd-bits/,agg-ranking,,
2600,K Items With the Maximum Sum,EASY,False,https://leetcode.com/problems/k-items-with-the-maximum-sum/,agg-ranking,,
2609,Find the Longest Balanced Substring of a Binary String,EASY,False,https://leetcode.com/problems/find-the-longest-balanced-substring-of-a-binary-string/,basic-math,,
2614,Prime In Diagonal,EASY,False,https://leetcode.com/problems/prime-in-diagonal/,basic-math,,
2643,Row With Maximum Ones,EASY,False,https://leetcode.com/problems/row-with-maximum-ones/,agg-ranking,,
2644,Find the Maximum Divisibility Score,EASY,False,https://leetcode.com/problems/find-the-maximum-divisibility-score/,"agg-ranking,kpi-metrics",,
2652,Sum Multiples,EASY,False,https://leetcode.com/problems/sum-multiples/,agg-ranking,,
2656,Maximum Sum With Exactly K Elements,EASY,False,https://leetcode.com/problems/maximum-sum-with-exactly-k-elements/,agg-ranking,,
2669,Count Artist Occurrences On Spotify Ranking List,EASY,True,https://leetcode.com/problems/count-artist-occurrences-on-spotify-ranking-list/,agg-ranking,,
2670,Find the Distinct Difference Array,EASY,False,https://leetcode.com/problems/find-the-distinct-difference-array/,data-cleaning,,
2678,Number of Senior Citizens,EASY,False,https://leetcode.com/problems/number-of-senior-citizens/,agg-ranking,,
2689,Extract Kth Character From The Rope Tree,EASY,True,https://leetcode.com/problems/extract-kth-character-from-the-rope-tree/,agg-ranking,,
2696,Minimum String Length After Removing Substrings,EASY,False,https://leetcode.com/problems/minimum-string-length-after-removing-substrings/,agg-ranking,,
2697,Lexicographically Smallest Palindrome,EASY,False,https://leetcode.com/problems/lexicographically-smallest-palindrome/,basic-math,,
2710,Remove Trailing Zeros From a String,EASY,False,https://leetcode.com/problems/remove-trailing-zeros-from-a-string/,data-cleaning,,
2723,Add Two Promises,EASY,False,https://leetcode.com/problems/add-two-promises/,basic-math,,
2725,Interval Cancellation,EASY,False,https://leetcode.com/problems/interval-cancellation/,stats-prob,,
2727,Is Object Empty,EASY,False,https://leetcode.com/problems/is-object-empty/,data-cleaning,,
2728,Count Houses in a Circular Street,EASY,True,https://leetcode.com/problems/count-houses-in-a-circular-street/,agg-ranking,,
2733,Neither Minimum nor Maximum,EASY,False,https://leetcode.com/problems/neither-minimum-nor-maximum/,agg-ranking,,
2739,Total Distance Traveled,EASY,False,https://leetcode.com/problems/total-distance-traveled/,"agg-ranking,kpi-metrics",,
2744,Find Maximum Number of String Pairs,EASY,False,https://leetcode.com/problems/find-maximum-number-of-string-pairs/,agg-ranking,,
2748,Number of Beautiful Pairs,EASY,False,https://leetcode.com/problems/number-of-beautiful-pairs/,agg-ranking,,
2758,Next Day,EASY,True,https://leetcode.com/problems/next-day/,time-series,,
2769,Find the Maximum Achievable Number,EASY,False,https://leetcode.com/problems/find-the-maximum-achievable-number/,agg-ranking,,
2778,Sum of Squares of Special Elements,EASY,False,https://leetcode.com/problems/sum-of-squares-of-special-elements/,agg-ranking,,
2798,Number of Employees Who Met the Target,EASY,False,https://leetcode.com/problems/number-of-employees-who-met-the-target/,agg-ranking,,
2806,Account Balance After Rounded Purchase,EASY,False,https://leetcode.com/problems/account-balance-after-rounded-purchase/,tabular-business,,
2815,Max Pair Sum in an Array,EASY,False,https://leetcode.com/problems/max-pair-sum-in-an-array/,agg-ranking,,
2824,Count Pairs Whose Sum is Less than Target,EASY,False,https://leetcode.com/problems/count-pairs-whose-sum-is-less-than-target/,agg-ranking,,
2837,Total Traveled Distance,EASY,True,https://leetcode.com/problems/total-traveled-distance/,"agg-ranking,kpi-metrics",,
2843,Count Symmetric Integers,EASY,False,https://leetcode.com/problems/count-symmetric-integers/,agg-ranking,,
2853,Highest Salaries Difference,EASY,True,https://leetcode.com/problems/highest-salaries-difference/,agg-ranking,,
2855,Minimum Right Shifts to Sort the Array,EASY,False,https://leetcode.com/problems/minimum-right-shifts-to-sort-the-array/,agg-ranking,,
2859,Sum of Values at Indices With K Set Bits,EASY,False,https://leetcode.com/problems/sum-of-values-at-indices-with-k-set-bits/,agg-ranking,,
2864,Maximum Odd Binary Number,EASY,False,https://leetcode.com/problems/maximum-odd-binary-number/,"agg-ranking,basic-math",,
2869,Minimum Operations to Collect Elements,EASY,False,https://leetcode.com/problems/minimum-operations-to-collect-elements/,agg-ranking,,
2873,Maximum Value of an Ordered Triplet I,EASY,False,https://leetcode.com/problems/maximum-value-of-an-ordered-triplet-i/,agg-ranking,,
2882,Drop Duplicate Rows,EASY,False,https://leetcode.com/problems/drop-duplicate-rows/,data-cleaning,,
2883,Drop Missing Data,EASY,False,https://leetcode.com/problems/drop-missing-data/,data-cleaning,,
2887,Fill Missing Data,EASY,False,https://leetcode.com/problems/fill-missing-data/,data-cleaning,,
2908,Minimum Sum of Mountain Triplets I,EASY,False,https://leetcode.com/problems/minimum-sum-of-mountain-triplets-i/,agg-ranking,,
2913,Subarrays Distinct Element Sum of Squares I,EASY,False,https://leetcode.com/problems/subarrays-distinct-element-sum-of-squares-i/,"data-cleaning,agg-ranking",,
2932,Maximum Strong Pair XOR I,EASY,False,https://leetcode.com/problems/maximum-strong-pair-xor-i/,agg-ranking,,
2960,Count Tested Devices After Test Operations,EASY,False,https://leetcode.com/problems/count-tested-devices-after-test-operations/,agg-ranking,,
2965,Find Missing and Repeated Values,EASY,False,https://leetcode.com/problems/find-missing-and-repeated-values/,data-cleaning,,
2970,Count the Number of Incremovable Subarrays I,EASY,False,https://leetcode.com/problems/count-the-number-of-incremovable-subarrays-i/,agg-ranking,,
2974,Minimum Number Game,EASY,False,https://leetcode.com/problems/minimum-number-game/,agg-ranking,,
2985,Calculate Compressed Mean,EASY,True,https://leetcode.com/problems/calculate-compressed-mean/,"stats-prob,kpi-metrics",,
2996,Smallest Missing Integer Greater Than Sequential Prefix Sum,EASY,False,https://leetcode.com/problems/smallest-missing-integer-greater-than-sequential-prefix-sum/,"data-cleaning,agg-ranking",,
3000,Maximum Area of Longest Diagonal Rectangle,EASY,False,https://leetcode.com/problems/maximum-area-of-longest-diagonal-rectangle/,agg-ranking,,
3005,Count Elements With Maximum Frequency,EASY,False,https://leetcode.com/problems/count-elements-with-maximum-frequency/,agg-ranking,,
3010,Divide an Array Into Subarrays With Minimum Cost I,EASY,False,https://leetcode.com/problems/divide-an-array-into-subarrays-with-minimum-cost-i/,"agg-ranking,basic-math",,
3014,Minimum Number of Pushes to Type Word I,EASY,False,https://leetcode.com/problems/minimum-number-of-pushes-to-type-word-i/,agg-ranking,,
3019,Number of Changing Keys,EASY,False,https://leetcode.com/problems/number-of-changing-keys/,agg-ranking,,
3032,Count Numbers With Unique Digits II,EASY,True,https://leetcode.com/problems/count-numbers-with-unique-digits-ii/,"data-cleaning,agg-ranking",,
3038,Maximum Number of Operations With the Same Score I,EASY,False,https://leetcode.com/problems/maximum-number-of-operations-with-the-same-score-i/,"agg-ranking,kpi-metrics",,
3042,Count Prefix and Suffix Pairs I,EASY,False,https://leetcode.com/problems/count-prefix-and-suffix-pairs-i/,agg-ranking,,
3059,Find All Unique Email Domains,EASY,True,https://leetcode.com/problems/find-all-unique-email-domains/,data-cleaning,,
3063,Linked List Frequency,EASY,True,https://leetcode.com/problems/linked-list-frequency/,agg-ranking,,
3065,Minimum Operations to Exceed Threshold Value I,EASY,False,https://leetcode.com/problems/minimum-operations-to-exceed-threshold-value-i/,agg-ranking,,
3079,Find the Sum of Encrypted Integers,EASY,False,https://leetcode.com/problems/find-the-sum-of-encrypted-integers/,agg-ranking,,
3090,Maximum Length Substring With Two Occurrences,EASY,False,https://leetcode.com/problems/maximum-length-substring-with-two-occurrences/,agg-ranking,,
3095,Shortest Subarray With OR at Least K I,EASY,False,https://leetcode.com/problems/shortest-subarray-with-or-at-least-k-i/,agg-ranking,,
3110,Score of a String,EASY,False,https://leetcode.com/problems/score-of-a-string/,kpi-metrics,,
3120,Count the Number of Special Characters I,EASY,False,https://leetcode.com/problems/count-the-number-of-special-characters-i/,agg-ranking,,
3136,Valid Word,EASY,False,https://leetcode.com/problems/valid-word/,data-cleaning,,
3150,Invalid Tweets II,EASY,True,https://leetcode.com/problems/invalid-tweets-ii/,data-cleaning,,
3162,Find the Number of Good Pairs I,EASY,False,https://leetcode.com/problems/find-the-number-of-good-pairs-i/,agg-ranking,,
3168,Minimum Number of Chairs in a Waiting Room,EASY,False,https://leetcode.com/problems/minimum-number-of-chairs-in-a-waiting-room/,agg-ranking,,
3172,Second Day Verification,EASY,True,https://leetcode.com/problems/second-day-verification/,"agg-ranking,time-series",,
3184,Count Pairs That Form a Complete Day I,EASY,False,https://leetcode.com/problems/count-pairs-that-form-a-complete-day-i/,"agg-ranking,time-series",,
3190,Find Minimum Operations to Make All Elements Divisible by Three,EASY,False,https://leetcode.com/problems/find-minimum-operations-to-make-all-elements-divisible-by-three/,agg-ranking,,
3194,Minimum Average of Smallest and Largest Elements,EASY,False,https://leetcode.com/problems/minimum-average-of-smallest-and-largest-elements/,"stats-prob,agg-ranking,kpi-metrics",,
3199,Count Triplets with Even XOR Set Bits I,EASY,True,https://leetcode.com/problems/count-triplets-with-even-xor-set-bits-i/,agg-ranking,,
3200,Maximum Height of a Triangle,EASY,False,https://leetcode.com/problems/maximum-height-of-a-triangle/,agg-ranking,,
3226,Number of Bit Changes to Make Two Integers Equal,EASY,False,https://leetcode.com/problems/number-of-bit-changes-to-make-two-integers-equal/,agg-ranking,,
3238,Find the Number of Winning Players,EASY,False,https://leetcode.com/problems/find-the-number-of-winning-players/,agg-ranking,,
3242,Design Neighbor Sum Service,EASY,False,https://leetcode.com/problems/design-neighbor-sum-service/,agg-ranking,,
3258,Count Substrings That Satisfy K-Constraint I,EASY,False,https://leetcode.com/problems/count-substrings-that-satisfy-k-constraint-i/,agg-ranking,,
3280,Convert Date to Binary,EASY,False,https://leetcode.com/problems/convert-date-to-binary/,"data-cleaning,time-series,basic-math",,
3300,Minimum Element After Replacement With Digit Sum,EASY,False,https://leetcode.com/problems/minimum-element-after-replacement-with-digit-sum/,agg-ranking,,
3314,Construct the Minimum Bitwise Array I,EASY,False,https://leetcode.com/problems/construct-the-minimum-bitwise-array-i/,agg-ranking,,
3318,Find X-Sum of All K-Long Subarrays I,EASY,False,https://leetcode.com/problems/find-x-sum-of-all-k-long-subarrays-i/,agg-ranking,,
3345,Smallest Divisible Digit Product I,EASY,False,https://leetcode.com/problems/smallest-divisible-digit-product-i/,tabular-business,,
3353,Minimum Total Operations,EASY,True,https://leetcode.com/problems/minimum-total-operations/,"agg-ranking,kpi-metrics",,
3358,Books with NULL Ratings,EASY,True,https://leetcode.com/problems/books-with-null-ratings/,data-cleaning,,
3364,Minimum Positive Sum Subarray,EASY,False,https://leetcode.com/problems/minimum-positive-sum-subarray/,agg-ranking,,
3375,Minimum Operations to Make Array Values Equal to K,EASY,False,https://leetcode.com/problems/minimum-operations-to-make-array-values-equal-to-k/,agg-ranking,,
3392,Count Subarrays of Length Three With a Condition,EASY,False,https://leetcode.com/problems/count-subarrays-of-length-three-with-a-condition/,agg-ranking,,
3396,Minimum Number of Operations to Make Elements in Array Distinct,EASY,False,https://leetcode.com/problems/minimum-number-of-operations-to-make-elements-in-array-distinct/,"data-cleaning,agg-ranking",,
3402,Minimum Operations to Make Columns Strictly Increasing,EASY,False,https://leetcode.com/problems/minimum-operations-to-make-columns-strictly-increasing/,agg-ranking,,
3411,Maximum Subarray With Equal Products,EASY,False,https://leetcode.com/problems/maximum-subarray-with-equal-products/,agg-ranking,,
3415,Find Products with Three Consecutive Digits,EASY,True,https://leetcode.com/problems/find-products-with-three-consecutive-digits/,time-series,,
3423,Maximum Difference Between Adjacent Elements in a Circular Array,EASY,False,https://leetcode.com/problems/maximum-difference-between-adjacent-elements-in-a-circular-array/,agg-ranking,,
3427,Sum of Variable Length Subarrays,EASY,False,https://leetcode.com/problems/sum-of-variable-length-subarrays/,agg-ranking,,
3432,Count Partitions with Even Sum Difference,EASY,False,https://leetcode.com/problems/count-partitions-with-even-sum-difference/,agg-ranking,,
3436,Find Valid Emails,EASY,False,https://leetcode.com/problems/find-valid-emails/,data-cleaning,,
3438,Find Valid Pair of Adjacent Digits in String,EASY,False,https://leetcode.com/problems/find-valid-pair-of-adjacent-digits-in-string/,data-cleaning,,
3442,Maximum Difference Between Even and Odd Frequency I,EASY,False,https://leetcode.com/problems/maximum-difference-between-even-and-odd-frequency-i/,agg-ranking,,
3450,Maximum Students on a Single Bench,EASY,True,https://leetcode.com/problems/maximum-students-on-a-single-bench/,agg-ranking,,
3452,Sum of Good Numbers,EASY,False,https://leetcode.com/problems/sum-of-good-numbers/,agg-ranking,,
3465,Find Products with Valid Serial Numbers,EASY,False,https://leetcode.com/problems/find-products-with-valid-serial-numbers/,data-cleaning,,
3471,Find the Largest Almost Missing Integer,EASY,False,https://leetcode.com/problems/find-the-largest-almost-missing-integer/,data-cleaning,,
3483,Unique 3-Digit Even Numbers,EASY,False,https://leetcode.com/problems/unique-3-digit-even-numbers/,data-cleaning,,
3487,Maximum Unique Subarray Sum After Deletion,EASY,False,https://leetcode.com/problems/maximum-unique-subarray-sum-after-deletion/,"data-cleaning,agg-ranking",,
3492,Maximum Containers on a Ship,EASY,False,https://leetcode.com/problems/maximum-containers-on-a-ship/,agg-ranking,,
3502,Minimum Cost to Reach Every Position,EASY,False,https://leetcode.com/problems/minimum-cost-to-reach-every-position/,agg-ranking,,
3507,Minimum Pair Removal to Sort Array I,EASY,False,https://leetcode.com/problems/minimum-pair-removal-to-sort-array-i/,agg-ranking,,
3512,Minimum Operations to Make Array Sum Divisible by K,EASY,False,https://leetcode.com/problems/minimum-operations-to-make-array-sum-divisible-by-k/,agg-ranking,,
3536,Maximum Product of Two Digits,EASY,False,https://leetcode.com/problems/maximum-product-of-two-digits/,"agg-ranking,tabular-business",,
3541,Find Most Frequent Vowel and Consonant,EASY,False,https://leetcode.com/problems/find-most-frequent-vowel-and-consonant/,agg-ranking,,
3545,Minimum Deletions for At Most K Distinct Characters,EASY,False,https://leetcode.com/problems/minimum-deletions-for-at-most-k-distinct-characters/,"data-cleaning,agg-ranking",,
3550,Smallest Index With Digit Sum Equal to Index,EASY,False,https://leetcode.com/problems/smallest-index-with-digit-sum-equal-to-index/,agg-ranking,,
3560,Find Minimum Log Transportation Cost,EASY,False,https://leetcode.com/problems/find-minimum-log-transportation-cost/,agg-ranking,,
3581,Count Odd Letters from Number,EASY,True,https://leetcode.com/problems/count-odd-letters-from-number/,agg-ranking,,
3591,Check if Any Element Has Prime Frequency,EASY,False,https://leetcode.com/problems/check-if-any-element-has-prime-frequency/,"agg-ranking,basic-math",,
3602,Hexadecimal and Hexatrigesimal Conversion,EASY,False,https://leetcode.com/problems/hexadecimal-and-hexatrigesimal-conversion/,kpi-metrics,,
3622,Check Divisibility by Digit Sum and Product,EASY,False,https://leetcode.com/problems/check-divisibility-by-digit-sum-and-product/,"agg-ranking,tabular-business",,
3662,Filter Characters by Frequency,EASY,True,https://leetcode.com/problems/filter-characters-by-frequency/,agg-ranking,,
3663,Find The Least Frequent Digit,EASY,False,https://leetcode.com/problems/find-the-least-frequent-digit/,agg-ranking,,
3668,Restore Finishing Order,EASY,False,https://leetcode.com/problems/restore-finishing-order/,tabular-business,,
3674,Minimum Operations to Equalize Array,EASY,False,https://leetcode.com/problems/minimum-operations-to-equalize-array/,agg-ranking,,
3678,Smallest Absent Positive Greater Than Average,EASY,False,https://leetcode.com/problems/smallest-absent-positive-greater-than-average/,"stats-prob,kpi-metrics",,
3684,Maximize Sum of At Most K Distinct Elements,EASY,False,https://leetcode.com/problems/maximize-sum-of-at-most-k-distinct-elements/,"data-cleaning,agg-ranking",,
3692,Majority Frequency Characters,EASY,False,https://leetcode.com/problems/majority-frequency-characters/,agg-ranking,,
3696,Maximum Distance Between Unequal Words in Array I,EASY,True,https://leetcode.com/problems/maximum-distance-between-unequal-words-in-array-i/,agg-ranking,,
3701,Compute Alternating Sum,EASY,False,https://leetcode.com/problems/compute-alternating-sum/,agg-ranking,,
3707,Equal Score Substrings,EASY,False,https://leetcode.com/problems/equal-score-substrings/,kpi-metrics,,
3712,Sum of Elements With Frequency Divisible by K,EASY,False,https://leetcode.com/problems/sum-of-elements-with-frequency-divisible-by-k/,agg-ranking,,
3718,Smallest Missing Multiple of K,EASY,False,https://leetcode.com/problems/smallest-missing-multiple-of-k/,data-cleaning,,
3726,Remove Zeros in Decimal Representation,EASY,False,https://leetcode.com/problems/remove-zeros-in-decimal-representation/,data-cleaning,,
3731,Find Missing Elements,EASY,False,https://leetcode.com/problems/find-missing-elements/,data-cleaning,,
3736,Minimum Moves to Equal Array Elements III,EASY,False,https://leetcode.com/problems/minimum-moves-to-equal-array-elements-iii/,agg-ranking,,
3740,Minimum Distance Between Three Equal Elements I,EASY,False,https://leetcode.com/problems/minimum-distance-between-three-equal-elements-i/,agg-ranking,,
3750,Minimum Number of Flips to Reverse Binary String,EASY,False,https://leetcode.com/problems/minimum-number-of-flips-to-reverse-binary-string/,"agg-ranking,basic-math",,
3754,Concatenate Non-Zero Digits and Multiply by Sum I,EASY,False,https://leetcode.com/problems/concatenate-non-zero-digits-and-multiply-by-sum-i/,agg-ranking,,
3769,Sort Integers by Binary Reflection,EASY,False,https://leetcode.com/problems/sort-integers-by-binary-reflection/,basic-math,,
3774,Absolute Difference Between Maximum and Minimum K Elements,EASY,False,https://leetcode.com/problems/absolute-difference-between-maximum-and-minimum-k-elements/,agg-ranking,,
3803,Count Residue Prefixes,EASY,False,https://leetcode.com/problems/count-residue-prefixes/,agg-ranking,,
3813,Vowel-Consonant Score,EASY,False,https://leetcode.com/problems/vowel-consonant-score/,kpi-metrics,,
3827,Count Monobit Integers,EASY,False,https://leetcode.com/problems/count-monobit-integers/,agg-ranking,,
